scenario,instance,objective,configuration,retail_y_coefficient,retail_v_coefficient,rolled_leftover_coefficient,period,period_number,new_coils_used_count,new_coils_weight,new_coils_value,new_strip_produced_weight,new_strip_produced_value,new_strip_retail_weight,new_strip_retail_value,new_strip_scrap_weight,new_strip_scrap_value,new_strip_loss_weight,new_strip_loss_value,new_lateral_leftover_weight,new_lateral_leftover_value,new_lateral_retail_weight,new_lateral_retail_value,new_lateral_scrap_weight,new_lateral_scrap_value,new_edge_trim_weight,new_edge_trim_value,new_rolled_leftover_weight,new_rolled_leftover_value,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_coils_value,processed_strip_produced_weight,processed_strip_produced_value,processed_scrap_weight,processed_scrap_value,total_strip_produced_weight,total_strip_produced_value,retails_generated_count,retails_generated_weight,retails_generated_value,retails_file_exists,reusable_generated_weight,reusable_generated_value,total_scrap_weight,total_scrap_value,total_loss_weight,total_loss_value,new_production_rate,new_reusable_rate,new_scrap_rate,processed_recovery_rate,processed_discard_rate,reuse_dependency_rate
WL-y2-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_5,5,23,186079.88,1081449.48,172330.59,1001116.71,1335.37,7752.37,8.02,45.38,80.34,467.94,10618.88,62184.66,4012.19,23376.65,6606.69,38808.01,1706.66,9882.31,0.0,0.0,0,11,11,11476.25,66315.37,8258.53,47691.82,3217.72,18623.54,180589.12,1048808.53,8,5347.56,31129.03,True,5347.56,31129.02,11619.43,67827.18,11619.43,67827.18,92.61,2.87,4.52,71.96,28.04,4.57
WL-y2-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_1,1,6,40203.19,215298.54,35966.97,192612.48,1722.66,9225.29,0.0,0.0,33.33,178.49,2078.2,11129.3,2045.08,10951.94,33.12,177.37,402.04,2153.03,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35966.97,192612.48,8,3767.73,20177.17,True,3767.74,20177.23,468.49,2508.89,468.49,2508.89,89.46,9.37,1.17,0.0,0.0,0.0
WL-y2-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_2,2,5,34205.6,183179.88,29072.79,155692.35,2835.72,15186.02,0.0,0.0,27.61,147.86,1927.42,10321.84,1906.2,10208.2,21.22,113.64,342.06,1831.82,0.0,0.0,0,8,8,3767.73,20177.17,2026.82,10854.15,1740.91,9323.03,31099.61,166546.5,7,4741.92,25394.21,True,4741.92,25394.22,2131.8,11416.35,2131.8,11416.35,84.99,13.86,1.14,53.79,46.21,6.52
WL-y2-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_3,3,6,40058.91,214525.88,33096.3,177239.29,163.11,873.5,0.0,0.0,29.73,159.21,6369.19,34108.67,6344.83,33978.21,24.36,130.45,400.6,2145.32,0.0,0.0,0,7,7,4741.92,25394.21,3244.06,17372.78,1497.86,8021.43,36340.36,194612.08,7,6507.94,34851.71,True,6507.94,34851.71,1952.55,10456.41,1952.55,10456.41,82.62,16.25,1.14,68.41,31.59,8.93
WL-y2-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_4,4,5,32807.3,175691.62,24591.84,131695.7,3468.91,18576.91,0.0,0.0,25.49,136.51,4392.99,23525.6,4373.77,23422.68,19.22,102.93,328.08,1756.95,0.0,0.0,0,7,6,6507.94,34851.71,4654.6,24926.59,1853.34,9925.12,29246.44,156622.29,8,7842.68,41999.59,True,7842.68,41999.59,2226.13,11921.51,2226.13,11921.51,74.96,23.91,1.14,71.52,28.48,15.92
WL-y2-v4-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_5,5,6,40655.07,217718.47,35211.56,188567.06,1689.6,9048.25,0.0,0.0,32.38,173.4,3314.99,17752.63,3284.02,17586.78,30.97,165.85,406.56,2177.23,0.0,0.0,0,8,8,7842.68,41999.59,6434.33,34457.51,1408.35,7542.08,41645.89,223024.57,8,4973.62,26635.03,True,4973.62,26635.03,1878.26,10058.56,1878.26,10058.56,86.61,12.23,1.16,82.04,17.96,15.45
WL-y2-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_1,1,6,58222.11,315124.26,54118.11,292911.56,174.22,942.96,0.0,0.0,42.07,227.7,3305.47,17890.69,3161.46,17111.24,144.01,779.45,582.22,3151.24,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54118.11,292911.56,6,3335.68,18054.2,True,3335.68,18054.2,768.3,4158.39,768.3,4158.39,92.95,5.73,1.32,0.0,0.0,0.0
WL-y2-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_2,2,6,57294.91,310105.84,49248.67,266555.96,1155.63,6254.79,0.0,0.0,39.61,214.39,6278.05,33979.63,6278.05,33979.63,0.0,0.0,572.95,3101.06,0.0,0.0,0,6,6,3335.68,18054.2,2496.26,13510.88,839.42,4543.32,51744.93,280066.85,8,7433.67,40234.37,True,7433.68,40234.42,1451.98,7858.77,1451.98,7858.77,85.96,12.97,1.07,74.84,25.16,4.82
WL-y2-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_3,3,7,68199.89,369128.49,59521.81,322158.82,2111.51,11428.44,0.0,0.0,47.04,254.6,5837.54,31595.39,5837.54,31595.39,0.0,0.0,682.0,3691.29,0.0,0.0,0,8,8,7433.67,40234.37,6256.81,33864.67,1176.86,6369.7,65778.62,356023.49,10,7949.05,43023.84,True,7949.05,43023.83,1905.9,10315.59,1905.9,10315.59,87.28,11.66,1.07,84.17,15.83,9.51
WL-y2-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_4,4,5,45979.57,248862.12,40343.3,218356.09,564.85,3057.22,0.0,0.0,33.33,180.4,4578.29,24779.77,4578.29,24779.77,0.0,0.0,459.8,2488.64,0.0,0.0,0,10,10,7949.05,43023.84,6868.69,37176.44,1080.36,5847.39,47211.99,255532.54,9,5143.15,27837.04,True,5143.14,27836.99,1573.49,8516.43,1573.49,8516.43,87.74,11.19,1.07,86.41,13.59,14.55
WL-y2-v4-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_5,5,6,57673.92,312157.21,56050.97,303373.07,138.29,748.49,0.0,0.0,43.71,236.58,864.2,4677.44,0.0,0.0,864.2,4677.44,576.74,3121.58,0.0,0.0,0,9,9,5143.15,27837.04,4449.28,24081.51,693.87,3755.54,60500.25,327454.58,4,138.3,748.54,True,138.29,748.49,2178.52,11791.14,2178.52,11791.14,97.19,0.24,2.57,86.51,13.49,7.35
WL-y4-v2-r2,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_1,1,40,311330.97,1612517.93,304651.67,1577684.65,39.84,192.02,6.14,31.94,137.45,708.14,3307.93,17318.31,0.0,0.0,3307.93,17318.31,3187.93,16582.85,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304651.67,1577684.65,1,39.84,192.02,True,39.84,192.02,6639.45,34641.24,6639.45,34641.24,97.85,0.01,2.13,0.0,0.0,0.0
WL-y4-v2-r2,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_2,2,35,279661.91,1444212.26,273735.05,1413350.62,0.0,0.0,9.23,48.59,121.75,624.93,2962.27,15487.12,0.0,0.0,2962.27,15487.12,2833.67,14701.33,0.0,0.0,0,1,1,39.84,192.02,35.46,170.91,4.38,21.11,273770.51,1413521.53,0,0.0,0.0,True,0.0,0.0,5931.3,30883.08,5931.3,30883.08,97.88,0.0,2.12,89.01,10.99,0.01
WL-y4-v2-r2,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_3,3,45,347821.42,1802551.92,340432.24,1763998.94,38.13,187.92,2.37,12.54,153.82,792.92,3615.36,18929.26,0.0,0.0,3615.36,18929.26,3579.53,18630.51,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,340432.24,1763998.94,3,38.13,187.92,True,38.13,187.92,7351.08,38365.23,7351.08,38365.23,97.88,0.01,2.11,0.0,0.0,0.0
WL-y4-v2-r2,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_4,4,30,236106.15,1225351.45,230631.54,1196781.14,143.54,700.97,2.64,13.66,103.04,531.79,2808.53,14731.91,0.0,0.0,2808.53,14731.91,2416.85,12591.94,0.0,0.0,0,3,3,38.13,187.92,32.41,159.61,5.72,28.31,230663.95,1196940.75,2,143.54,700.97,True,143.54,700.97,5336.78,27897.61,5336.78,27897.61,97.68,0.06,2.26,85.0,15.0,0.01
WL-y4-v2-r2,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_5,5,49,375589.75,1940685.85,368225.2,1902380.48,70.09,363.04,2.48,12.52,170.13,873.29,3290.48,17166.65,0.0,0.0,3290.48,17166.65,3831.46,19890.35,0.0,0.0,0,2,2,143.54,700.97,139.46,680.56,4.08,20.41,368364.66,1903061.04,3,70.09,363.04,True,70.09,363.04,7298.63,37963.22,7298.63,37963.22,98.04,0.02,1.94,97.16,2.84,0.04
WL-y4-v2-r2,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_1,1,50,397983.48,2031693.4,382001.46,1950495.2,1806.73,9195.82,6.27,31.49,169.75,864.91,7848.91,40037.08,0.0,0.0,7848.91,40037.08,3869.11,19782.5,2281.21,11286.17,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382001.46,1950495.2,6,4087.94,20482.0,True,4087.94,20481.99,11894.04,60715.98,11894.04,60715.98,95.98,1.03,2.99,0.0,0.0,0.0
WL-y4-v2-r2,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_2,2,49,395248.93,2015585.66,380274.18,1939679.89,1697.38,8429.7,10.23,50.61,166.44,847.26,8150.97,41465.2,0.0,0.0,8150.97,41465.2,3892.69,19883.33,1057.0,5229.45,1,6,6,4087.94,20482.0,4042.51,20255.69,45.43,226.3,384316.69,1959935.58,5,2754.38,13659.15,True,2754.38,13659.15,12265.76,62472.7,12265.76,62472.7,96.21,0.7,3.09,98.89,1.11,1.05
WL-y4-v2-r2,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_3,3,54,441490.24,2248763.24,425106.8,2165667.58,3176.38,15799.63,5.31,27.1,187.1,951.44,8684.22,44224.76,0.0,0.0,8684.22,44224.76,4330.38,22092.47,0.0,0.0,0,5,5,2754.38,13659.15,2621.26,13000.24,133.12,658.91,427728.06,2178667.81,8,3176.38,15799.63,True,3176.38,15799.63,13340.13,67954.68,13340.13,67954.68,96.29,0.72,2.99,95.17,4.83,0.61
WL-y4-v2-r2,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_4,4,36,296637.09,1508122.71,287159.24,1460038.29,1150.11,5767.55,1.6,7.95,126.6,642.53,5401.72,27426.24,0.0,0.0,5401.72,27426.24,2797.84,14240.23,0.0,0.0,0,8,8,3176.38,15799.63,3161.2,15723.78,15.18,75.86,290320.44,1475762.07,6,1150.11,5767.55,True,1150.11,5767.55,8342.94,42392.81,8342.94,42392.81,96.8,0.39,2.81,99.52,0.48,1.09
WL-y4-v2-r2,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_5,5,61,488915.16,2489609.78,471312.5,2400454.76,3015.09,14925.83,2.74,13.56,211.04,1072.47,9645.09,49029.91,0.0,0.0,9645.09,49029.91,4728.65,24112.98,0.0,0.0,0,6,6,1150.11,5767.55,1137.18,5702.31,12.93,65.24,472449.68,2406157.07,7,3015.09,14925.83,True,3015.09,14925.83,14600.45,74294.16,14600.45,74294.16,96.4,0.62,2.98,98.88,1.12,0.24
WL-y4-v2-r2,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_1,1,4,34397.98,177663.5,27000.01,139453.43,0.0,0.0,0.0,0.0,18.49,95.5,333.05,1720.18,0.0,0.0,333.05,1720.18,229.84,1187.11,6816.6,35207.33,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27000.01,139453.43,2,6816.6,35207.33,True,6816.6,35207.33,581.38,3002.79,581.38,3002.79,78.49,19.82,1.69,0.0,0.0,0.0
WL-y4-v2-r2,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_2,2,3,25477.17,131588.05,19203.23,99183.53,0.0,0.0,0.0,0.0,13.86,71.59,240.13,1240.26,0.0,0.0,240.13,1240.26,163.51,844.52,5856.45,30248.21,2,2,2,6816.6,35207.33,6673.85,34470.03,142.75,737.3,25877.08,133653.57,2,5856.45,30248.21,True,5856.45,30248.21,560.25,2893.67,560.25,2893.67,75.37,22.99,1.64,97.91,2.09,25.79
WL-y4-v2-r2,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_3,3,3,25477.17,131588.05,23693.83,122377.21,1270.52,6562.16,0.0,0.0,13.89,71.74,286.62,1480.38,0.0,0.0,286.62,1480.38,212.3,1096.52,0.0,0.0,0,2,2,5856.45,30248.21,5726.2,29575.48,130.25,672.73,29420.03,151952.69,2,1270.52,6562.16,True,1270.52,6562.16,643.06,3321.37,643.06,3321.37,93.0,4.99,2.01,97.78,2.22,19.46
WL-y4-v2-r2,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_4,4,3,25477.17,131588.05,22305.58,115206.98,353.18,1824.15,0.0,0.0,13.86,71.59,297.26,1535.33,0.0,0.0,297.26,1535.33,193.02,996.94,2314.27,11953.07,1,2,2,1270.52,6562.16,1268.41,6551.26,2.11,10.9,23573.99,121758.24,2,2667.45,13777.22,True,2667.45,13777.22,506.25,2614.76,506.25,2614.76,87.55,10.47,1.98,99.83,0.17,5.38
WL-y4-v2-r2,bf_sae1006_050,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_5,5,4,36438.14,188200.81,34395.14,177648.83,1258.82,6501.73,0.0,0.0,18.49,95.5,462.03,2386.36,0.0,0.0,462.03,2386.36,303.64,1568.28,0.0,0.0,0,2,2,2667.45,13777.22,2615.81,13510.5,51.64,266.72,37010.95,191159.34,5,1258.84,6501.83,True,1258.82,6501.73,835.8,4316.86,835.8,4316.86,94.39,3.45,2.15,98.06,1.94,7.07
WL-y4-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_1,1,18,150095.57,858856.23,141553.77,809894.56,1910.0,10971.17,9.32,50.94,59.37,339.22,5094.36,29218.64,0.0,0.0,5094.36,29218.64,1468.72,8381.54,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141553.77,809894.56,10,1910.0,10971.17,True,1910.0,10971.17,6631.77,37990.34,6631.77,37990.34,94.31,1.27,4.42,0.0,0.0,0.0
WL-y4-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_2,2,18,140101.83,806579.15,129833.28,747147.91,1731.58,9847.6,4.39,23.99,61.22,352.89,5654.91,32744.98,0.0,0.0,5654.91,32744.98,1320.03,7566.62,1496.4,8895.04,1,10,10,1910.0,10971.17,1894.25,10881.5,15.75,89.67,131727.53,758029.42,9,3227.98,18742.64,True,3227.98,18742.64,7056.3,40778.15,7056.3,40778.15,92.67,2.3,5.03,99.18,0.82,1.44
WL-y4-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_3,3,19,152157.01,864476.74,141441.04,804184.13,1668.99,9495.76,41.49,226.75,60.83,345.45,6771.17,38045.9,1821.24,9953.48,4949.93,28092.43,1511.55,8561.11,661.91,3617.48,1,9,9,3227.98,18742.64,3077.41,17865.1,150.57,877.53,144518.45,822049.23,10,4152.15,23066.77,True,4152.14,23066.72,6714.37,38103.27,6714.37,38103.27,92.96,2.73,4.31,95.34,4.66,2.13
WL-y4-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_4,4,15,123840.5,713783.06,110945.88,639220.2,3546.83,20489.18,2.68,14.65,50.41,290.31,5147.8,29351.17,1427.58,7802.04,3720.22,21549.13,1154.44,6629.51,2992.43,17787.87,2,10,10,4152.15,23066.77,3163.98,17639.48,988.17,5427.29,114109.86,656859.68,9,7966.84,46079.09,True,7966.84,46079.09,5915.92,33910.89,5915.92,33910.89,89.59,6.43,3.98,76.2,23.8,2.77
WL-y4-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_5,5,22,192515.7,1104103.04,173306.56,994991.65,5277.45,30029.51,13.59,74.27,73.44,421.53,6773.9,39027.34,0.0,0.0,6773.9,39027.34,1808.56,10349.76,5262.15,29208.7,3,9,9,7966.84,46079.09,7282.57,42303.4,684.27,3775.69,180589.13,1037295.05,13,10539.59,59238.16,True,10539.6,59238.21,9353.76,53648.59,9353.76,53648.59,90.02,5.47,4.5,91.41,8.59,4.03
WL-y4-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_1,1,6,40203.19,215298.54,35966.97,192612.48,3082.92,16509.84,0.0,0.0,34.45,184.49,716.83,3838.81,466.75,2499.57,250.08,1339.24,402.04,2153.03,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35966.97,192612.48,11,3549.67,19009.41,True,3549.67,19009.41,686.57,3676.76,686.57,3676.76,89.46,8.83,1.71,0.0,0.0,0.0
WL-y4-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_2,2,5,34077.64,182494.62,29149.27,156101.92,3260.56,17461.15,0.0,0.0,28.06,150.27,1298.97,6956.32,1277.57,6841.72,21.4,114.6,340.78,1824.97,0.0,0.0,0,11,11,3549.67,19009.41,1950.34,10444.58,1599.33,8564.83,31099.61,166546.5,7,4538.13,24302.87,True,4538.13,24302.87,1989.57,10654.67,1989.57,10654.67,85.54,13.32,1.15,54.94,45.06,6.27
WL-y4-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_3,3,6,40058.91,214525.88,32776.8,175528.29,1558.39,8345.58,0.0,0.0,34.16,182.94,955.37,5116.25,843.52,4517.27,111.85,598.99,356.83,1910.92,4377.36,23441.9,2,7,7,4538.13,24302.87,3563.56,19083.79,974.57,5219.08,36340.36,194612.08,8,6779.27,36304.75,True,6779.27,36304.75,1477.41,7911.93,1477.41,7911.93,81.82,16.92,1.26,78.52,21.48,9.81
WL-y4-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_4,4,4,26353.92,141132.09,23638.99,126592.94,1158.06,6201.71,0.0,0.0,22.22,118.99,1271.11,6807.12,1257.9,6736.38,13.21,70.74,263.54,1411.33,0.0,0.0,0,8,8,6779.27,36304.75,5607.45,30029.35,1171.82,6275.4,29246.44,156622.29,9,2415.96,12938.09,True,2415.96,12938.09,1470.79,7876.46,1470.79,7876.46,89.7,9.17,1.13,82.71,17.29,19.17
WL-y4-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_5,5,7,48098.25,257578.63,40204.98,215308.12,2035.39,10900.04,0.0,0.0,39.61,212.12,1161.49,6220.08,1044.06,5591.21,117.43,628.87,438.8,2349.89,4217.97,22588.33,2,9,9,2415.96,12938.09,1440.9,7716.39,975.06,5221.7,41645.88,223024.52,9,7297.41,39079.53,True,7297.42,39079.58,1570.9,8412.58,1570.9,8412.58,83.59,15.17,1.24,59.64,40.36,3.46
WL-y4-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_1,1,6,56463.16,305604.03,54118.12,292911.62,746.55,4040.66,0.0,0.0,43.56,235.77,990.28,5359.84,0.0,0.0,990.28,5359.84,564.64,3056.09,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54118.12,292911.62,5,746.55,4040.66,True,746.55,4040.66,1598.48,8651.7,1598.48,8651.7,95.85,1.32,2.83,0.0,0.0,0.0
WL-y4-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_2,2,6,56058.86,303415.78,51008.8,276082.58,251.78,1362.75,0.0,0.0,43.56,235.77,951.49,5149.89,0.0,0.0,951.49,5149.89,527.84,2856.91,3275.37,17727.78,2,5,5,746.55,4040.66,736.12,3984.21,10.43,56.45,51744.92,280066.79,4,3527.15,19090.52,True,3527.15,19090.53,1533.32,8299.02,1533.32,8299.02,90.99,6.29,2.72,98.6,1.4,1.42
WL-y4-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_3,3,7,66163.44,358106.31,62334.05,337379.93,357.49,1934.9,0.0,0.0,50.99,275.98,975.83,5281.63,0.0,0.0,975.83,5281.63,643.63,3483.62,1801.44,9750.2,1,4,4,3527.15,19090.52,3444.56,18643.51,82.59,447.01,65778.61,356023.44,4,2158.93,11685.1,True,2158.93,11685.1,1753.04,9488.24,1753.04,9488.24,94.21,3.26,2.52,97.66,2.34,5.24
WL-y4-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_4,4,5,47127.87,255077.24,45121.79,244219.43,811.47,4392.04,0.0,0.0,36.46,197.34,686.85,3717.54,0.0,0.0,686.85,3717.54,471.28,2550.78,0.0,0.0,0,4,4,2158.93,11685.1,2090.2,11313.1,68.73,372.0,47211.99,255532.54,4,811.46,4391.99,True,811.47,4392.04,1263.32,6837.66,1263.32,6837.66,95.74,1.72,2.53,96.82,3.18,4.43
WL-y4-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_2,4,2,2,period_5,5,6,61909.0,335079.37,59697.73,323110.98,481.56,2606.42,0.0,0.0,43.56,235.77,1067.04,5775.3,0.0,0.0,1067.04,5775.3,619.08,3350.74,0.0,0.0,0,4,4,811.46,4391.99,802.53,4343.65,8.93,48.33,60500.26,327454.63,11,481.57,2606.47,True,481.56,2606.42,1738.61,9410.14,1738.61,9410.14,96.43,0.78,2.79,98.9,1.1,1.33
WL-y4-v2-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_1,1,40,311311.45,1612443.83,304651.68,1577703.41,16.97,81.79,7.49,38.39,137.46,708.19,3310.04,17329.61,0.0,0.0,3310.04,17329.61,3187.83,16582.57,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304651.68,1577703.41,1,16.97,81.79,True,16.97,81.79,6642.82,34658.76,6642.82,34658.76,97.86,0.01,2.13,0.0,0.0,0.0
WL-y4-v2-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_2,2,35,279702.44,1444382.37,273755.09,1413422.51,30.13,149.61,2.01,10.58,121.75,624.93,2959.53,15472.41,0.0,0.0,2959.53,15472.41,2833.88,14702.08,0.0,0.0,0,1,1,16.97,81.79,15.32,73.84,1.65,7.95,273770.41,1413496.35,2,30.13,149.61,True,30.13,149.61,5918.82,30817.95,5918.82,30817.95,97.87,0.01,2.12,90.28,9.72,0.01
WL-y4-v2-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_3,3,45,347780.28,1802362.96,340406.18,1763876.45,23.11,122.35,2.04,9.83,153.83,792.98,3615.89,18932.2,0.0,0.0,3615.89,18932.2,3579.25,18629.26,0.0,0.0,0,2,2,30.13,149.61,26.05,129.2,4.08,20.41,340432.23,1764005.65,3,23.11,122.35,True,23.11,122.35,7355.09,38384.68,7355.09,38384.68,97.88,0.01,2.11,86.46,13.54,0.01
WL-y4-v2-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_4,4,29,236303.18,1226442.69,230644.17,1196919.63,24.98,132.47,4.05,19.83,99.85,514.93,3114.11,16267.97,0.0,0.0,3114.11,16267.97,2416.09,12588.24,0.0,0.0,0,3,2,23.11,122.35,19.82,104.93,3.29,17.42,230663.99,1197024.56,1,24.98,132.47,True,24.98,132.47,5637.39,29408.39,5637.39,29408.39,97.61,0.01,2.38,85.76,14.24,0.01
WL-y4-v2-r4,bf_qcv_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_5,5,50,375658.56,1940955.95,368341.16,1902899.61,24.94,125.25,0.18,0.95,173.51,891.16,3286.98,17147.67,0.0,0.0,3286.98,17147.67,3831.75,19891.1,0.0,0.0,0,1,1,24.98,132.47,23.44,124.3,1.54,8.17,368364.6,1903023.91,3,24.94,125.25,True,24.94,125.25,7293.96,37939.05,7293.96,37939.05,98.05,0.01,1.94,93.84,6.16,0.01
WL-y4-v2-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_1,1,47,394834.55,2013787.29,382001.42,1948469.6,1368.62,6843.77,10.82,53.53,161.67,823.06,7487.07,38165.61,0.0,0.0,7487.07,38165.61,3804.84,19431.15,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382001.42,1948469.6,6,1368.62,6843.77,True,1368.62,6843.77,11464.4,58473.35,11464.4,58473.35,96.75,0.35,2.9,0.0,0.0,0.0
WL-y4-v2-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_2,2,50,397649.68,2033761.05,382959.21,1958827.83,3296.34,16600.63,3.8,19.42,168.22,858.63,7252.24,37121.18,0.0,0.0,7252.24,37121.18,3969.74,20332.69,0.0,0.0,0,6,6,1368.62,6843.77,1357.48,6787.98,11.14,55.79,384316.69,1965615.81,7,3296.34,16600.63,True,3296.34,16600.63,11405.14,58387.71,11405.14,58387.71,96.31,0.83,2.87,99.19,0.81,0.35
WL-y4-v2-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_3,3,53,438269.71,2241134.63,424574.96,2171039.74,1951.87,9822.15,0.0,0.0,177.94,907.96,7104.45,36517.65,0.0,0.0,7104.45,36517.65,4460.38,22846.56,0.0,0.0,0,7,7,3296.34,16600.63,3153.1,15891.36,143.24,709.27,427728.06,2186931.1,9,1951.88,9822.2,True,1951.87,9822.15,11886.01,60981.44,11886.01,60981.44,96.88,0.45,2.68,95.65,4.35,0.74
WL-y4-v2-r4,bf_sae1006_045,weighted_loss,retail_y_4__retail_v_2__rolled_leftover_4,4,2,4,period_4,4,37,299183.51,1529663.58,288387.07,1474791.46,2512.41,12433.9,5.3,26.9,127.0,647.67,5223.65,26773.01,0.0,0.0,5223.65,26773.01,2928.05,14990.49,0.0,0.0,0,9,9,1951.88,9822.2,1933.35,9729.85,18.53,92.35,290320.42,1484521.31,7,2512.39,12433.8,True,2512.41,12433.9,8302.53,42530.42,8302.53,42530.42,96.39,0.84,2.77,99.05,0.95,0.67
